HP CHAL,Baseline (V.s),APeak (V.s),Period (s),TimeDate,BPM,<300 BPM,true bpm,BPM CALC,TIDAL VOL,TIDAL VOL CALC,MINUTE VENT
1278,-1.85E-03,0.002869,0.127,1:16:20 AM,,,,,,,
1279,-3.15E-03,0.001672,0.151,1:16:21 AM,,,,,,,
1280,-3.94E-03,0.002215,0.164,1:16:21 AM,,,,,,,
1281,-4.16E-03,0.004112,0.193,1:16:21 AM,,,,,,,
1282,-3.96E-03,0.00547,0.227,1:16:21 AM,264.3171806,0,264.3171806,,9.43E-03,,2.49E+00
1283,-4.20E-03,0.01351,0.5,1:16:22 AM,120,0,120,,1.77E-02,,2.12E+00
1284,-5.69E-03,0.001717,0.785,1:16:22 AM,76.43312102,0,76.43312102,,7.40E-03,,5.66E-01
1285,-4.12E-03,0.004033,0.388,1:16:23 AM,154.6391753,0,154.6391753,,8.15E-03,,1.26E+00
1286,-4.98E-03,0.004864,0.365,1:16:23 AM,164.3835616,0,164.3835616,,9.85E-03,,1.62E+00
1287,-5.35E-03,0.004807,0.413,1:16:24 AM,145.2784504,0,145.2784504,,1.02E-02,,1.48E+00
1288,-3.49E-03,0.004762,0.412,1:16:24 AM,145.631068,0,145.631068,,8.25E-03,,1.20E+00
1289,-3.38E-03,0.005531,0.393,1:16:24 AM,152.6717557,0,152.6717557,,8.91E-03,,1.36E+00
1290,-4.11E-03,0.004793,0.427,1:16:25 AM,140.5152225,0,140.5152225,,8.90E-03,,1.25E+00
1291,-4.25E-03,0.004646,0.406,1:16:25 AM,147.7832512,0,147.7832512,,8.90E-03,,1.32E+00
1292,-4.17E-03,0.004941,0.412,1:16:26 AM,145.631068,0,145.631068,,9.11E-03,,1.33E+00
1293,-4.89E-03,0.00353,0.438,1:16:26 AM,136.9863014,0,136.9863014,,8.42E-03,,1.15E+00
1294,-5.37E-03,0.003421,0.403,1:16:26 AM,148.8833747,0,148.8833747,,8.79E-03,,1.31E+00
1295,-5.70E-03,0.004802,0.44,1:16:27 AM,136.3636364,0,136.3636364,,1.05E-02,,1.43E+00
1296,-5.24E-03,0.004268,0.316,1:16:27 AM,189.8734177,0,189.8734177,,9.51E-03,,1.81E+00
1297,-4.62E-03,0.004538,0.432,1:16:28 AM,138.8888889,0,138.8888889,,9.16E-03,,1.27E+00
1298,-4.81E-03,0.003463,0.421,1:16:28 AM,142.5178147,0,142.5178147,,8.28E-03,,1.18E+00
1299,-5.25E-03,0.004135,0.412,1:16:28 AM,145.631068,0,145.631068,,9.38E-03,,1.37E+00
1300,-6.40E-03,0.002684,0.377,1:16:29 AM,159.1511936,0,159.1511936,,9.09E-03,,1.45E+00
1301,-6.95E-03,0.002685,0.419,1:16:29 AM,143.1980907,0,143.1980907,,9.63E-03,,1.38E+00
1302,-6.75E-03,0.00225,0.414,1:16:30 AM,144.9275362,0,144.9275362,,9.00E-03,,1.30E+00
1303,-5.80E-03,0.001414,0.291,1:16:30 AM,206.185567,0,206.185567,,7.21E-03,,1.49E+00
1304,-3.81E-03,0.01736,0.36,1:16:30 AM,166.6666667,0,166.6666667,,2.12E-02,,3.53E+00
1305,2.66E-03,0.009086,0.349,1:16:31 AM,171.9197708,0,171.9197708,,6.43E-03,,1.10E+00
1306,3.31E-03,0.008828,0.17,1:16:31 AM,,,,,,,
1307,4.33E-03,0.008775,0.114,1:16:31 AM,,,,,,,
1308,1.66E-03,0.005971,0.135,1:16:31 AM,,,,,,,
1309,-9.90E-04,0.005767,0.155,1:16:31 AM,,,,,,,
1310,-1.58E-03,0.003618,0.183,1:16:31 AM,,,,,,,
1311,-2.61E-03,0.004775,0.179,1:16:32 AM,,,,,,,
1312,-3.97E-03,0.004822,0.277,1:16:32 AM,216.6064982,0,216.6064982,,8.79E-03,,1.90E+00
1313,-0.005606,0.00502,0.422,1:16:32 AM,142.1800948,0,142.1800948,,1.06E-02,,1.51E+00
1314,-6.15E-03,0.004591,0.533,1:16:33 AM,112.5703565,0,112.5703565,,1.07E-02,,1.21E+00
1315,-5.80E-03,0.003581,0.501,1:16:33 AM,119.760479,0,119.760479,,9.38E-03,,1.12E+00
1316,-4.57E-03,0.001697,0.282,1:16:34 AM,212.7659574,0,212.7659574,,6.27E-03,,1.33E+00
1317,-3.15E-03,0.007487,0.279,1:16:34 AM,215.0537634,0,215.0537634,,1.06E-02,,2.29E+00
1318,-2.61E-03,0.004614,0.526,1:16:34 AM,114.0684411,0,114.0684411,,7.23E-03,,8.24E-01
1319,-4.95E-03,0.006057,0.511,1:16:35 AM,117.4168297,0,117.4168297,,1.10E-02,,1.29E+00
1320,-4.46E-03,0.006503,0.661,1:16:36 AM,90.77155825,0,90.77155825,,1.10E-02,,9.95E-01
1321,-3.72E-03,0.003498,0.465,1:16:36 AM,129.0322581,0,129.0322581,,7.22E-03,,9.31E-01
1322,-1.01E-03,0.004929,0.199,1:16:36 AM,,,,,,,
1323,-1.50E-03,0.003988,0.195,1:16:36 AM,,,,,,,
1324,-4.46E-03,0.00589,0.473,1:16:37 AM,126.8498943,0,126.8498943,,1.04E-02,,1.31E+00
1325,-3.28E-03,0.002499,0.218,1:16:37 AM,275.2293578,0,275.2293578,,5.78E-03,,1.59E+00
1326,-2.40E-03,0.003566,0.165,1:16:37 AM,,,,,,,
1327,-4.28E-03,0.004972,0.255,1:16:38 AM,235.2941176,0,235.2941176,,9.25E-03,,2.18E+00
1328,-3.54E-03,0.003333,0.224,1:16:38 AM,267.8571429,0,267.8571429,,6.87E-03,,1.84E+00
1329,-4.04E-03,0.003564,0.304,1:16:38 AM,197.3684211,0,197.3684211,,7.60E-03,,1.50E+00
1330,-2.12E-03,0.004348,0.148,1:16:38 AM,,,,,,,
1331,-2.10E-03,0.004836,0.16,1:16:38 AM,,,,,,,
1332,-2.87E-03,0.003666,0.16,1:16:39 AM,,,,,,,
1333,-4.32E-03,0.002682,0.196,1:16:39 AM,,,,,,,
1334,-3.77E-03,0.01554,0.332,1:16:39 AM,180.7228916,0,180.7228916,,1.93E-02,,3.49E+00
1335,-1.08E-02,0.004484,0.729,1:16:40 AM,82.30452675,0,82.30452675,,1.53E-02,,1.26E+00
1336,-4.27E-04,0.007052,0.237,1:16:40 AM,253.164557,0,253.164557,,7.48E-03,,1.89E+00
1337,-1.45E-03,0.00675,0.229,1:16:40 AM,262.0087336,0,262.0087336,,8.20E-03,,2.15E+00
1338,-8.62E-04,0.007393,0.194,1:16:40 AM,,,,,,,
1339,1.38E-03,0.00891,0.164,1:16:41 AM,,,,,,,
1340,-2.29E-03,0.003973,0.232,1:16:41 AM,258.6206897,0,258.6206897,,6.26E-03,,1.62E+00
1341,-3.57E-03,0.004042,0.294,1:16:41 AM,204.0816327,0,204.0816327,,7.61E-03,,1.55E+00
1342,-3.33E-03,0.009513,0.54,1:16:42 AM,111.1111111,0,111.1111111,,1.28E-02,,1.43E+00
1343,5.83E-04,0.004261,0.161,1:16:42 AM,,,,,,,
1344,-1.56E-03,0.00398,0.156,1:16:42 AM,,,,,,,
1345,-2.43E-03,0.00544,0.201,1:16:42 AM,298.5074627,0,298.5074627,,7.87E-03,,2.35E+00
1346,-3.82E-04,0.006696,0.191,1:16:42 AM,,,,,,,
1347,-6.85E-04,0.006377,0.194,1:16:43 AM,,,,,,,
1348,-1.72E-03,0.004515,0.183,1:16:43 AM,,,,,,,
1349,-2.90E-03,0.00375,0.18,1:16:43 AM,,,,,,,
1350,-0.004393,0.001884,0.193,1:16:43 AM,,,,,,,
1351,-5.62E-03,0.001308,0.218,1:16:43 AM,275.2293578,0,275.2293578,,6.93E-03,,1.91E+00
1352,-4.61E-03,0.002304,0.3,1:16:44 AM,200,0,200,,6.91E-03,,1.38E+00
1353,-4.50E-03,0.00114,0.172,1:16:44 AM,,,,,,,
1354,-5.89E-03,0.004174,0.249,1:16:44 AM,240.9638554,0,240.9638554,,1.01E-02,,2.43E+00
1355,-5.27E-03,0.005492,0.279,1:16:44 AM,215.0537634,0,215.0537634,,1.08E-02,,2.31E+00
1356,-6.04E-03,0.005677,0.372,1:16:45 AM,161.2903226,0,161.2903226,,1.17E-02,,1.89E+00
1357,-7.85E-03,0.004393,0.431,1:16:45 AM,139.2111369,0,139.2111369,,1.22E-02,,1.70E+00
1358,-6.54E-03,0.003487,0.489,1:16:46 AM,122.6993865,0,122.6993865,,1.00E-02,,1.23E+00
1359,-6.24E-03,0.004197,0.476,1:16:46 AM,126.0504202,0,126.0504202,,1.04E-02,,1.32E+00
1360,-6.46E-03,0.005218,0.425,1:16:47 AM,141.1764706,0,141.1764706,,1.17E-02,,1.65E+00
1361,-5.28E-03,0.005399,0.421,1:16:47 AM,142.5178147,0,142.5178147,,1.07E-02,,1.52E+00
1362,-4.64E-03,0.005404,0.453,1:16:47 AM,132.4503311,0,132.4503311,,1.00E-02,,1.33E+00
1363,-5.56E-03,0.004574,0.408,1:16:48 AM,147.0588235,0,147.0588235,,1.01E-02,,1.49E+00
1364,-5.90E-03,0.004166,0.436,1:16:48 AM,137.6146789,0,137.6146789,,1.01E-02,,1.39E+00
1365,-0.005471,0.005341,0.428,1:16:49 AM,140.1869159,0,140.1869159,,1.08E-02,,1.52E+00
1366,-4.33E-03,0.006135,0.433,1:16:49 AM,138.5681293,0,138.5681293,,1.05E-02,,1.45E+00
1367,-4.68E-03,0.005779,0.429,1:16:50 AM,139.8601399,0,139.8601399,,1.05E-02,,1.46E+00
1368,-4.49E-03,0.006613,0.442,1:16:50 AM,135.7466063,0,135.7466063,,1.11E-02,,1.51E+00
1369,-5.23E-03,0.004813,0.44,1:16:50 AM,136.3636364,0,136.3636364,,1.00E-02,,1.37E+00
1370,-5.52E-03,0.005149,0.409,1:16:51 AM,146.6992665,0,146.6992665,,1.07E-02,,1.57E+00
1371,-5.85E-03,0.003547,0.417,1:16:51 AM,143.8848921,0,143.8848921,,9.40E-03,,1.35E+00
1372,-0.006113,0.004471,0.385,1:16:52 AM,155.8441558,0,155.8441558,,1.06E-02,,1.65E+00
1373,-0.00629,0.008257,0.369,1:16:52 AM,162.601626,0,162.601626,,1.45E-02,,2.37E+00
1374,-2.74E-03,0.008818,0.295,1:16:52 AM,203.3898305,0,203.3898305,,1.16E-02,,2.35E+00
1375,1.25E-03,0.007774,0.157,1:16:52 AM,,,,,,,
1376,-1.87E-03,0.005577,0.236,1:16:53 AM,254.2372881,0,254.2372881,,7.44E-03,,1.89E+00
1377,-2.48E-03,0.006524,0.258,1:16:53 AM,232.5581395,0,232.5581395,,9.00E-03,,2.09E+00
1378,-3.45E-03,0.01875,0.576,1:16:54 AM,104.1666667,0,104.1666667,,2.22E-02,,2.31E+00
1379,-6.28E-03,0.002652,0.641,1:16:54 AM,93.60374415,0,93.60374415,,8.93E-03,,8.36E-01
1380,-5.57E-03,0.002963,0.327,1:16:55 AM,183.4862385,0,183.4862385,,8.54E-03,,1.57E+00
1381,-5.83E-03,0.004969,0.353,1:16:55 AM,169.9716714,0,169.9716714,,1.08E-02,,1.84E+00
1382,-5.69E-03,0.00478,0.381,1:16:55 AM,157.480315,0,157.480315,,1.05E-02,,1.65E+00
1383,-5.35E-03,0.004457,0.412,1:16:56 AM,145.631068,0,145.631068,,9.81E-03,,1.43E+00
1384,-4.36E-03,0.004334,0.428,1:16:56 AM,140.1869159,0,140.1869159,,8.69E-03,,1.22E+00
1385,-4.50E-03,0.003781,0.393,1:16:56 AM,152.6717557,0,152.6717557,,8.28E-03,,1.26E+00
1386,-4.67E-03,0.004594,0.373,1:16:57 AM,160.8579088,0,160.8579088,,9.27E-03,,1.49E+00
1387,-5.18E-03,0.004579,0.422,1:16:57 AM,142.1800948,0,142.1800948,,9.76E-03,,1.39E+00
1388,-5.06E-03,0.004167,0.42,1:16:58 AM,142.8571429,0,142.8571429,,9.23E-03,,1.32E+00
1389,-4.50E-03,0.003965,0.389,1:16:58 AM,154.2416452,0,154.2416452,,8.46E-03,,1.31E+00
1390,-5.03E-03,0.005686,0.404,1:16:59 AM,148.5148515,0,148.5148515,,1.07E-02,,1.59E+00
1391,-4.79E-03,0.005142,0.42,1:16:59 AM,142.8571429,0,142.8571429,,9.94E-03,,1.42E+00
1392,-4.28E-03,0.005135,0.403,1:16:59 AM,148.8833747,0,148.8833747,,9.42E-03,,1.40E+00
1393,-4.89E-03,0.004461,0.401,1:17:00 AM,149.6259352,0,149.6259352,,9.35E-03,,1.40E+00
1394,-5.57E-03,0.005013,0.417,1:17:00 AM,143.8848921,0,143.8848921,,1.06E-02,,1.52E+00
1395,-5.57E-03,0.003544,0.336,1:17:00 AM,178.5714286,0,178.5714286,,9.11E-03,,1.63E+00
1396,-4.84E-03,0.005448,0.471,1:17:01 AM,127.388535,0,127.388535,,1.03E-02,,1.31E+00
1397,-4.92E-03,0.006043,0.47,1:17:01 AM,127.6595745,0,127.6595745,,1.10E-02,,1.40E+00
1398,-6.30E-03,0.004594,0.448,1:17:02 AM,133.9285714,0,133.9285714,,1.09E-02,,1.46E+00
1399,-4.22E-03,0.004554,0.422,1:17:02 AM,142.1800948,0,142.1800948,,8.77E-03,,1.25E+00
1400,-5.09E-03,0.004453,0.381,1:17:03 AM,157.480315,0,157.480315,,9.54E-03,,1.50E+00
1401,-2.77E-03,0.009362,0.269,1:17:03 AM,223.0483271,0,223.0483271,,1.21E-02,,2.70E+00
1402,4.43E-04,0.007926,0.267,1:17:03 AM,224.7191011,0,224.7191011,,7.48E-03,,1.68E+00
1403,3.43E-03,0.01205,0.204,1:17:03 AM,294.1176471,0,294.1176471,,8.63E-03,,2.54E+00
1404,1.72E-03,0.007044,0.199,1:17:04 AM,,,,,,,
1405,-1.12E-03,0.006543,0.223,1:17:04 AM,269.058296,0,269.058296,,7.66E-03,,2.06E+00
1406,-3.95E-03,0.005479,0.262,1:17:04 AM,229.0076336,0,229.0076336,,9.43E-03,,2.16E+00
1407,-6.05E-03,0.004169,0.429,1:17:05 AM,139.8601399,0,139.8601399,,1.02E-02,,1.43E+00
1408,-6.50E-03,0.004478,0.371,1:17:05 AM,161.7250674,0,161.7250674,,1.10E-02,,1.78E+00
1409,-6.54E-03,0.004019,0.464,1:17:05 AM,129.3103448,0,129.3103448,,1.06E-02,,1.36E+00
1410,-6.63E-03,0.00384,0.357,1:17:06 AM,168.0672269,0,168.0672269,,1.05E-02,,1.76E+00
1411,-3.71E-03,0.003817,0.228,1:17:06 AM,263.1578947,0,263.1578947,,7.53E-03,,1.98E+00
1412,-2.47E-03,0.004643,0.175,1:17:06 AM,,,,,,,
1413,-2.23E-03,0.007653,0.245,1:17:06 AM,244.8979592,0,244.8979592,,9.88E-03,,2.42E+00
1414,-1.10E-03,0.006958,0.269,1:17:07 AM,223.0483271,0,223.0483271,,8.06E-03,,1.80E+00
1415,-3.63E-03,0.006167,0.309,1:17:07 AM,194.1747573,0,194.1747573,,9.80E-03,,1.90E+00
1416,1.74E-03,0.01138,0.235,1:17:07 AM,255.3191489,0,255.3191489,,9.64E-03,,2.46E+00
1417,2.46E-03,0.007586,0.156,1:17:07 AM,,,,,,,
1418,3.27E-03,0.007422,0.117,1:17:07 AM,,,,,,,
1419,1.87E-03,0.005372,0.133,1:17:08 AM,,,,,,,
1420,-1.04E-03,0.003671,0.141,1:17:08 AM,,,,,,,
1421,-1.70E-03,0.004512,0.128,1:17:08 AM,,,,,,,
1422,-2.47E-03,0.001614,0.134,1:17:08 AM,,,,,,,
1423,-5.49E-03,-0.0009409,0.149,1:17:08 AM,,,,,,,
1424,-5.97E-03,-0.0001591,0.127,1:17:08 AM,,,,,,,
1425,-5.92E-03,-0.001931,0.149,1:17:08 AM,,,,,,,
1426,-6.41E-03,-0.001167,0.123,1:17:09 AM,,,,,,,
1427,-4.90E-03,-0.0008367,0.113,1:17:09 AM,,,,,,,
1428,-4.70E-03,-0.001226,0.119,1:17:09 AM,,,,,,,
1429,-5.09E-03,-0.0003659,0.118,1:17:09 AM,,,,,,,
1430,-7.82E-03,-0.001252,0.167,1:17:09 AM,,,,,,,
1431,-7.72E-03,-0.001016,0.177,1:17:09 AM,,,,,,,
1432,-5.61E-03,0.002,0.25,1:17:09 AM,240,0,240,,7.61E-03,,1.83E+00
1433,-4.86E-03,0.001942,0.184,1:17:10 AM,,,,,,,
1434,-4.03E-03,0.002205,0.181,1:17:10 AM,,,,,,,
1435,-3.19E-03,0.008038,0.287,1:17:10 AM,209.0592334,0,209.0592334,,1.12E-02,,2.35E+00
1436,4.68E-05,0.008116,0.217,1:17:10 AM,276.4976959,0,276.4976959,,8.07E-03,,2.23E+00
1437,-7.40E-04,0.005703,0.212,1:17:11 AM,283.0188679,0,283.0188679,,6.44E-03,,1.82E+00
1438,2.24E-04,0.00679,0.139,1:17:11 AM,,,,,,,
1439,-1.71E-03,0.01241,0.369,1:17:11 AM,162.601626,0,162.601626,,1.41E-02,,2.30E+00
1440,-9.57E-03,-0.0001481,0.501,1:17:12 AM,119.760479,0,119.760479,,9.42E-03,,1.13E+00
1441,-5.95E-03,0.001339,0.196,1:17:12 AM,,,,,,,
1442,-4.78E-03,0.002702,0.237,1:17:12 AM,253.164557,0,253.164557,,7.48E-03,,1.89E+00
1443,-4.99E-03,0.001177,0.227,1:17:12 AM,264.3171806,0,264.3171806,,6.16E-03,,1.63E+00
1444,-4.23E-03,0.00123,0.166,1:17:12 AM,,,,,,,
1445,-3.35E-03,0.003585,0.152,1:17:13 AM,,,,,,,
1446,-6.76E-04,0.005946,0.122,1:17:13 AM,,,,,,,
1447,-1.07E-03,0.004283,0.135,1:17:13 AM,,,,,,,
1448,-2.30E-03,0.003522,0.138,1:17:13 AM,,,,,,,
1449,-3.61E-03,0.001749,0.17,1:17:13 AM,,,,,,,
1450,-5.29E-03,0.001233,0.184,1:17:13 AM,,,,,,,
1451,-5.88E-03,0.002068,0.202,1:17:14 AM,297.029703,0,297.029703,,7.94E-03,,2.36E+00
1452,-5.18E-03,0.002406,0.215,1:17:14 AM,279.0697674,0,279.0697674,,7.58E-03,,2.12E+00
1453,-4.32E-03,0.003469,0.255,1:17:14 AM,235.2941176,0,235.2941176,,7.79E-03,,1.83E+00
1454,-8.82E-04,0.005361,0.138,1:17:14 AM,,,,,,,
1455,-1.28E-03,0.003167,0.112,1:17:14 AM,,,,,,,
1456,-1.21E-03,0.003102,0.107,1:17:14 AM,,,,,,,
1457,-2.65E-03,0.001849,0.134,1:17:14 AM,,,,,,,
1458,-3.29E-03,0.002958,0.134,1:17:15 AM,,,,,,,
1459,-4.25E-03,0.002833,0.143,1:17:15 AM,,,,,,,
1460,-4.36E-03,0.001476,0.143,1:17:15 AM,,,,,,,
1461,-3.77E-03,0.001602,0.154,1:17:15 AM,,,,,,,
1462,-2.84E-03,0.003206,0.134,1:17:15 AM,,,,,,,
1463,-2.99E-03,0.003932,0.134,1:17:15 AM,,,,,,,
1464,-4.57E-03,-0.0008984,0.317,1:17:16 AM,189.2744479,0,189.2744479,,3.67E-03,,6.95E-01
1465,-5.68E-03,0.007343,0.418,1:17:16 AM,143.5406699,0,143.5406699,,1.30E-02,,1.87E+00
1466,1.94E-03,0.009938,0.299,1:17:16 AM,200.6688963,0,200.6688963,,7.99E-03,,1.60E+00
1467,-5.02E-04,0.006302,0.598,1:17:17 AM,100.3344482,0,100.3344482,,6.80E-03,,6.83E-01
1468,-5.32E-03,0.005959,0.428,1:17:17 AM,140.1869159,0,140.1869159,,1.13E-02,,1.58E+00
1469,-4.87E-03,0.004731,0.515,1:17:18 AM,116.5048544,0,116.5048544,,9.60E-03,,1.12E+00
1470,-4.16E-03,0.006219,0.483,1:17:18 AM,124.2236025,0,124.2236025,,1.04E-02,,1.29E+00
1471,-4.37E-03,0.005612,0.444,1:17:19 AM,135.1351351,0,135.1351351,,9.98E-03,,1.35E+00
1472,-5.50E-03,0.005737,0.432,1:17:19 AM,138.8888889,0,138.8888889,,1.12E-02,,1.56E+00
1473,-5.67E-03,0.004851,0.451,1:17:20 AM,133.037694,0,133.037694,,1.05E-02,,1.40E+00
1474,-5.54E-03,0.005514,0.425,1:17:20 AM,141.1764706,0,141.1764706,,1.11E-02,,1.56E+00
1475,-4.50E-03,0.006104,0.464,1:17:21 AM,129.3103448,0,129.3103448,,1.06E-02,,1.37E+00
1476,-4.50E-03,0.006197,0.404,1:17:21 AM,148.5148515,0,148.5148515,,1.07E-02,,1.59E+00
1477,-3.91E-03,0.008704,0.351,1:17:21 AM,170.9401709,0,170.9401709,,1.26E-02,,2.16E+00
1478,-3.90E-03,0.007993,0.333,1:17:22 AM,180.1801802,0,180.1801802,,1.19E-02,,2.14E+00
1479,-9.40E-04,0.008593,0.234,1:17:22 AM,256.4102564,0,256.4102564,,9.53E-03,,2.44E+00
1480,-2.04E-03,0.008298,0.298,1:17:22 AM,201.3422819,0,201.3422819,,1.03E-02,,2.08E+00
1481,-4.52E-03,0.006541,0.393,1:17:23 AM,152.6717557,0,152.6717557,,1.11E-02,,1.69E+00
1482,-4.93E-03,0.00617,0.4,1:17:23 AM,150,0,150,,1.11E-02,,1.67E+00
1483,-5.36E-03,0.00536,0.384,1:17:23 AM,156.25,0,156.25,,1.07E-02,,1.67E+00
1484,-2.11E-03,0.01202,0.294,1:17:24 AM,204.0816327,0,204.0816327,,1.41E-02,,2.88E+00
1485,-3.02E-03,0.007539,0.313,1:17:24 AM,191.6932907,0,191.6932907,,1.06E-02,,2.02E+00
1486,-5.57E-04,0.00831,0.197,1:17:24 AM,,,,,,,
1487,-1.02E-03,0.01476,0.361,1:17:25 AM,166.2049861,0,166.2049861,,1.58E-02,,2.62E+00
1488,-1.22E-02,-0.002488,0.531,1:17:25 AM,112.9943503,0,112.9943503,,9.75E-03,,1.10E+00
1489,-1.01E-02,0.0002519,0.277,1:17:25 AM,216.6064982,0,216.6064982,,1.03E-02,,2.24E+00
1490,-8.72E-03,0.0002589,0.268,1:17:26 AM,223.880597,0,223.880597,,8.98E-03,,2.01E+00
1491,-6.54E-03,0.003006,0.208,1:17:26 AM,288.4615385,0,288.4615385,,9.54E-03,,2.75E+00
1492,-6.70E-03,0.002895,0.231,1:17:26 AM,259.7402597,0,259.7402597,,9.60E-03,,2.49E+00
1493,-6.94E-03,0.003038,0.281,1:17:26 AM,213.5231317,0,213.5231317,,9.98E-03,,2.13E+00
1494,-5.76E-03,0.004999,0.33,1:17:27 AM,181.8181818,0,181.8181818,,1.08E-02,,1.96E+00
1495,-6.75E-03,0.0041,0.401,1:17:27 AM,149.6259352,0,149.6259352,,1.09E-02,,1.62E+00
1496,-6.61E-03,0.003435,0.431,1:17:27 AM,139.2111369,0,139.2111369,,1.00E-02,,1.40E+00
1497,-6.07E-03,0.004527,0.407,1:17:28 AM,147.4201474,0,147.4201474,,1.06E-02,,1.56E+00
1498,-5.84E-03,0.005242,0.418,1:17:28 AM,143.5406699,0,143.5406699,,1.11E-02,,1.59E+00
1499,-5.25E-03,0.005226,0.379,1:17:29 AM,158.3113456,0,158.3113456,,1.05E-02,,1.66E+00
1500,-0.003184,0.008864,0.455,1:17:29 AM,131.8681319,0,131.8681319,,1.20E-02,,1.59E+00
1501,-1.27E-03,0.007573,0.213,1:17:29 AM,281.6901408,0,281.6901408,,8.84E-03,,2.49E+00
1502,-1.05E-03,0.00823,0.253,1:17:30 AM,237.1541502,0,237.1541502,,9.28E-03,,2.20E+00
1503,-4.11E-03,0.007741,0.364,1:17:30 AM,164.8351648,0,164.8351648,,1.18E-02,,1.95E+00
1504,-3.62E-03,0.007208,0.434,1:17:30 AM,138.2488479,0,138.2488479,,1.08E-02,,1.50E+00
1505,-3.08E-03,0.006627,0.404,1:17:31 AM,148.5148515,0,148.5148515,,9.71E-03,,1.44E+00
1506,-5.44E-03,0.005471,0.436,1:17:31 AM,137.6146789,0,137.6146789,,1.09E-02,,1.50E+00
1507,-4.11E-03,6.36E-03,0.45,1:17:32 AM,133.3333333,0,133.3333333,,1.05E-02,,1.40E+00
1508,-5.11E-03,0.005355,0.441,1:17:32 AM,136.0544218,0,136.0544218,,1.05E-02,,1.42E+00
1509,-4.58E-03,0.005991,0.428,1:17:33 AM,140.1869159,0,140.1869159,,1.06E-02,,1.48E+00
1510,-3.78E-03,0.006644,0.416,1:17:33 AM,144.2307692,0,144.2307692,,1.04E-02,,1.50E+00
1511,-4.80E-03,0.005624,0.408,1:17:33 AM,147.0588235,0,147.0588235,,1.04E-02,,1.53E+00
1512,-5.29E-03,0.007421,0.328,1:17:34 AM,182.9268293,0,182.9268293,,1.27E-02,,2.33E+00
1513,-2.09E-03,0.007302,0.245,1:17:34 AM,244.8979592,0,244.8979592,,9.40E-03,,2.30E+00
1514,-1.04E-04,0.006031,0.178,1:17:34 AM,,,,,,,
1515,-3.11E-03,0.006858,0.265,1:17:34 AM,226.4150943,0,226.4150943,,9.97E-03,,2.26E+00
1516,-4.34E-03,0.007418,0.343,1:17:35 AM,174.9271137,0,174.9271137,,1.18E-02,,2.06E+00
1517,-5.33E-03,0.007563,0.558,1:17:35 AM,107.5268817,0,107.5268817,,1.29E-02,,1.39E+00
1518,-5.78E-03,0.006374,0.426,1:17:36 AM,140.8450704,0,140.8450704,,1.22E-02,,1.71E+00
1519,-7.17E-03,0.006107,0.425,1:17:36 AM,141.1764706,0,141.1764706,,1.33E-02,,1.87E+00
1520,-6.07E-03,0.007286,0.411,1:17:37 AM,145.9854015,0,145.9854015,,1.34E-02,,1.95E+00
1521,-7.70E-03,0.00535,0.455,1:17:37 AM,131.8681319,0,131.8681319,,1.30E-02,,1.72E+00
1522,-5.47E-03,0.005465,0.469,1:17:38 AM,127.9317697,0,127.9317697,,1.09E-02,,1.40E+00
1523,-5.31E-03,0.005263,0.458,1:17:38 AM,131.0043668,0,131.0043668,,1.06E-02,,1.39E+00
1524,-5.55E-03,0.005711,0.432,1:17:38 AM,138.8888889,0,138.8888889,,1.13E-02,,1.56E+00
1525,-4.55E-03,0.006164,0.442,1:17:39 AM,135.7466063,0,135.7466063,,1.07E-02,,1.45E+00
1526,-4.20E-03,0.006949,0.429,1:17:39 AM,139.8601399,0,139.8601399,,1.12E-02,,1.56E+00
1527,-3.91E-03,0.007223,0.464,1:17:40 AM,129.3103448,0,129.3103448,,1.11E-02,,1.44E+00
1528,-4.31E-03,0.006096,0.455,1:17:40 AM,131.8681319,0,131.8681319,,1.04E-02,,1.37E+00
1529,-4.27E-03,0.006503,0.449,1:17:41 AM,133.6302895,0,133.6302895,,1.08E-02,,1.44E+00
1530,-4.60E-03,0.006243,0.428,1:17:41 AM,140.1869159,0,140.1869159,,1.08E-02,,1.52E+00
1531,-5.14E-03,0.005528,0.423,1:17:41 AM,141.8439716,0,141.8439716,,1.07E-02,,1.51E+00
1532,-5.77E-03,0.005041,0.442,1:17:42 AM,135.7466063,0,135.7466063,,1.08E-02,,1.47E+00
1533,-5.03E-03,0.004516,0.389,1:17:42 AM,154.2416452,0,154.2416452,,9.55E-03,,1.47E+00
1534,-5.68E-03,0.005938,0.319,1:17:43 AM,188.0877743,0,188.0877743,,1.16E-02,,2.19E+00
1535,-5.34E-03,0.007771,0.343,1:17:43 AM,174.9271137,0,174.9271137,,1.31E-02,,2.29E+00
1536,-6.14E-03,0.006601,0.457,1:17:43 AM,131.2910284,0,131.2910284,,1.27E-02,,1.67E+00
1537,-4.87E-03,0.004749,0.451,1:17:44 AM,133.037694,0,133.037694,,9.62E-03,,1.28E+00
1538,-5.38E-03,0.006026,0.382,1:17:44 AM,157.0680628,0,157.0680628,,1.14E-02,,1.79E+00
1539,-0.006875,0.0146,0.586,1:17:45 AM,102.3890785,0,102.3890785,,2.15E-02,,2.20E+00
1540,-8.44E-03,0.0016,0.691,1:17:46 AM,86.83068017,0,86.83068017,,1.00E-02,,8.72E-01
