HP CHAL,Baseline (V.s),APeak (V.s),Period (s),TimeDate,BPM,<300 BPM,true bpm,BPM CALC,TIDAL VOL,TIDAL VOL CALC,MINUTE VENT
1,-0.003527,0.008043, ,1:08:27 AM,,,,,,,
2,-1.85E-03,0.008516,0.559,1:08:27 AM,107.3345259,0,107.3345259,,1.04E-02,,1.11E+00
3,-2.90E-03,0.007501,0.502,1:08:28 AM,119.5219124,0,119.5219124,,1.04E-02,,1.24E+00
4,-3.75E-03,0.007402,0.502,1:08:28 AM,119.5219124,0,119.5219124,,1.12E-02,,1.33E+00
5,-3.26E-03,0.005971,0.635,1:08:29 AM,94.48818898,0,94.48818898,,9.23E-03,,8.72E-01
6,-3.60E-03,0.004331,0.6,1:08:29 AM,100,0,100,,7.93E-03,,7.93E-01
7,-3.62E-03,0.004647,0.58,1:08:30 AM,103.4482759,0,103.4482759,,8.27E-03,,8.55E-01
8,-3.44E-03,0.005479,0.682,1:08:31 AM,87.97653959,0,87.97653959,,8.92E-03,,7.85E-01
9,-2.85E-03,0.006015,0.535,1:08:31 AM,112.1495327,0,112.1495327,,8.87E-03,,9.94E-01
10,-1.84E-03,0.006875,0.544,1:08:32 AM,110.2941176,0,110.2941176,,8.72E-03,,9.61E-01
11,-2.85E-03,0.005884,0.538,1:08:32 AM,111.5241636,0,111.5241636,,8.74E-03,,9.74E-01
12,-2.89E-03,0.004647,0.591,1:08:33 AM,101.5228426,0,101.5228426,,7.54E-03,,7.65E-01
13,-4.12E-03,0.0006579,0.601,1:08:34 AM,99.83361065,0,99.83361065,,4.78E-03,,4.77E-01
14,-3.24E-03,0.004024,0.791,1:08:34 AM,75.85335019,0,75.85335019,,7.26E-03,,5.51E-01
15,-3.37E-03,0.006087,0.451,1:08:35 AM,133.037694,0,133.037694,,9.45E-03,,1.26E+00
16,-2.16E-03,0.006053,0.459,1:08:35 AM,130.7189542,0,130.7189542,,8.21E-03,,1.07E+00
17,-1.70E-03,0.005585,0.759,1:08:36 AM,79.0513834,0,79.0513834,,7.29E-03,,5.76E-01
18,-7.19E-04,0.00554,0.317,1:08:36 AM,189.2744479,0,189.2744479,,6.26E-03,,1.18E+00
19,-3.46E-03,0.005398,0.821,1:08:37 AM,73.0816078,0,73.0816078,,8.86E-03,,6.47E-01
20,-3.41E-03,0.005056,0.463,1:08:38 AM,129.5896328,0,129.5896328,,8.47E-03,,1.10E+00
21,-2.80E-03,0.006455,0.503,1:08:38 AM,119.2842942,0,119.2842942,,9.25E-03,,1.10E+00
22,-2.58E-03,0.005188,0.478,1:08:39 AM,125.5230126,0,125.5230126,,7.76E-03,,9.75E-01
23,-2.42E-03,0.005309,0.574,1:08:39 AM,104.5296167,0,104.5296167,,7.73E-03,,8.08E-01
24,-3.04E-03,0.004502,0.515,1:08:40 AM,116.5048544,0,116.5048544,,7.54E-03,,8.78E-01
25,-3.30E-03,0.005156,0.502,1:08:40 AM,119.5219124,0,119.5219124,,8.45E-03,,1.01E+00
26,-4.23E-03,0.003441,0.567,1:08:41 AM,105.8201058,0,105.8201058,,7.67E-03,,8.12E-01
27,-4.47E-03,0.004328,0.634,1:08:41 AM,94.63722397,0,94.63722397,,8.80E-03,,8.33E-01
28,-3.85E-03,0.005002,0.442,1:08:42 AM,135.7466063,0,135.7466063,,8.85E-03,,1.20E+00
29,-3.03E-03,0.005544,0.417,1:08:42 AM,143.8848921,0,143.8848921,,8.57E-03,,1.23E+00
30,-3.15E-03,0.005206,0.39,1:08:43 AM,153.8461538,0,153.8461538,,8.36E-03,,1.29E+00
31,-2.64E-03,0.005035,0.509,1:08:43 AM,117.8781925,0,117.8781925,,7.68E-03,,9.05E-01
32,-2.96E-03,0.004874,0.606,1:08:44 AM,99.00990099,0,99.00990099,,7.83E-03,,7.76E-01
33,-2.81E-03,0.005597,0.528,1:08:44 AM,113.6363636,0,113.6363636,,8.41E-03,,9.56E-01
34,-3.03E-03,0.005326,0.447,1:08:45 AM,134.2281879,0,134.2281879,,8.35E-03,,1.12E+00
35,-3.81E-03,0.005618,0.501,1:08:45 AM,119.760479,0,119.760479,,9.43E-03,,1.13E+00
36,-3.25E-03,0.006182,0.492,1:08:46 AM,121.9512195,0,121.9512195,,9.43E-03,,1.15E+00
37,-3.40E-03,0.004586,0.549,1:08:46 AM,109.2896175,0,109.2896175,,7.99E-03,,8.73E-01
38,-3.57E-03,0.005847,0.507,1:08:47 AM,118.3431953,0,118.3431953,,9.42E-03,,1.11E+00
39,-5.16E-03,0.004656,0.467,1:08:47 AM,128.4796574,0,128.4796574,,9.82E-03,,1.26E+00
40,-0.004798,0.00393,0.502,1:08:48 AM,119.5219124,0,119.5219124,,8.73E-03,,1.04E+00
41,-4.51E-03,0.003841,0.484,1:08:48 AM,123.9669421,0,123.9669421,,8.35E-03,,1.03E+00
42,-4.17E-03,0.004212,0.471,1:08:49 AM,127.388535,0,127.388535,,8.38E-03,,1.07E+00
43,-0.003338,0.005554,0.51,1:08:49 AM,117.6470588,0,117.6470588,,8.89E-03,,1.05E+00
44,-3.68E-03,0.005318,0.486,1:08:50 AM,123.4567901,0,123.4567901,,9.00E-03,,1.11E+00
45,-1.37E-02,0.007401,0.516,1:08:50 AM,116.2790698,0,116.2790698,,2.11E-02,,2.45E+00
46,-7.63E-04,0.005044,0.456,1:08:51 AM,131.5789474,0,131.5789474,,5.81E-03,,7.64E-01
47,-3.09E-03,0.009256,0.295,1:08:51 AM,203.3898305,0,203.3898305,,1.23E-02,,2.51E+00
48,-6.30E-03,0.007003,0.136,1:08:51 AM,,,,,,,
49,-0.004468,0.006108,0.504,1:08:52 AM,119.047619,0,119.047619,,1.06E-02,,1.26E+00
50,-3.28E-03,0.004962,0.5,1:08:52 AM,120,0,120,,8.25E-03,,9.89E-01
51,-0.003222,0.005637,0.465,1:08:53 AM,129.0322581,0,129.0322581,,8.86E-03,,1.14E+00
52,-2.79E-03,0.005201,0.47,1:08:53 AM,127.6595745,0,127.6595745,,7.99E-03,,1.02E+00
53,-2.97E-03,0.005084,0.483,1:08:53 AM,124.2236025,0,124.2236025,,8.05E-03,,1.00E+00
54,-2.69E-03,0.005488,0.465,1:08:54 AM,129.0322581,0,129.0322581,,8.18E-03,,1.06E+00
55,-5.45E-03,0.005929,0.384,1:08:54 AM,156.25,0,156.25,,1.14E-02,,1.78E+00
56,-3.14E-03,0.005212,0.508,1:08:55 AM,118.1102362,0,118.1102362,,8.35E-03,,9.86E-01
57,-3.65E-03,0.005663,0.522,1:08:55 AM,114.9425287,0,114.9425287,,9.31E-03,,1.07E+00
58,-3.32E-03,0.005261,0.517,1:08:56 AM,116.0541586,0,116.0541586,,8.58E-03,,9.96E-01
59,-3.70E-03,0.004748,0.5,1:08:56 AM,120,0,120,,8.45E-03,,1.01E+00
60,-4.17E-03,0.004055,0.494,1:08:57 AM,121.4574899,0,121.4574899,,8.22E-03,,9.99E-01
61,-3.90E-03,0.005112,0.505,1:08:57 AM,118.8118812,0,118.8118812,,9.02E-03,,1.07E+00
62,-4.31E-03,0.004641,0.521,1:08:58 AM,115.1631478,0,115.1631478,,8.95E-03,,1.03E+00
63,-3.26E-03,0.005438,0.529,1:08:58 AM,113.4215501,0,113.4215501,,8.69E-03,,9.86E-01
64,-2.86E-03,0.006329,0.503,1:08:59 AM,119.2842942,0,119.2842942,,9.19E-03,,1.10E+00
65,-3.19E-03,0.006806,0.468,1:08:59 AM,128.2051282,0,128.2051282,,1.00E-02,,1.28E+00
66,-3.97E-03,0.002965,0.425,1:09:00 AM,141.1764706,0,141.1764706,,6.94E-03,,9.79E-01
67,-0.003865,0.00521,0.492,1:09:00 AM,121.9512195,0,121.9512195,,9.08E-03,,1.11E+00
68,-4.33E-03,0.004819,0.514,1:09:01 AM,116.7315175,0,116.7315175,,9.15E-03,,1.07E+00
69,-4.51E-03,0.005166,0.454,1:09:01 AM,132.1585903,0,132.1585903,,9.68E-03,,1.28E+00
70,-2.55E-03,0.006615,0.404,1:09:02 AM,148.5148515,0,148.5148515,,9.16E-03,,1.36E+00
71,-2.63E-03,0.005198,0.719,1:09:02 AM,83.44923505,0,83.44923505,,7.82E-03,,6.53E-01
72,-3.73E-03,0.00597,0.508,1:09:03 AM,118.1102362,0,118.1102362,,9.70E-03,,1.15E+00
73,-3.57E-03,0.005334,0.475,1:09:03 AM,126.3157895,0,126.3157895,,8.90E-03,,1.12E+00
74,-3.77E-03,0.005034,0.505,1:09:04 AM,118.8118812,0,118.8118812,,8.80E-03,,1.05E+00
75,-3.36E-03,0.004091,0.538,1:09:04 AM,111.5241636,0,111.5241636,,7.45E-03,,8.31E-01
76,-3.34E-03,0.004557,0.554,1:09:05 AM,108.3032491,0,108.3032491,,7.89E-03,,8.55E-01
77,-3.46E-03,0.00505,0.504,1:09:05 AM,119.047619,0,119.047619,,8.51E-03,,1.01E+00
78,-2.70E-03,0.005389,0.497,1:09:06 AM,120.7243461,0,120.7243461,,8.09E-03,,9.76E-01
79,-3.69E-03,0.005823,0.633,1:09:07 AM,94.78672986,0,94.78672986,,9.52E-03,,9.02E-01
80,-3.78E-03,0.005565,0.505,1:09:07 AM,118.8118812,0,118.8118812,,9.35E-03,,1.11E+00
81,-2.56E-03,0.006013,0.47,1:09:08 AM,127.6595745,0,127.6595745,,8.58E-03,,1.09E+00
82,-2.95E-03,0.004633,0.508,1:09:08 AM,118.1102362,0,118.1102362,,7.58E-03,,8.95E-01
83,-3.73E-03,0.004757,0.518,1:09:09 AM,115.8301158,0,115.8301158,,8.48E-03,,9.83E-01
84,-3.97E-03,0.004503,0.525,1:09:09 AM,114.2857143,0,114.2857143,,8.47E-03,,9.68E-01
85,-4.02E-03,0.005378,0.515,1:09:10 AM,116.5048544,0,116.5048544,,9.39E-03,,1.09E+00
86,-3.22E-03,0.004885,0.597,1:09:10 AM,100.5025126,0,100.5025126,,8.10E-03,,8.14E-01
87,-3.33E-03,0.004495,0.532,1:09:11 AM,112.7819549,0,112.7819549,,7.83E-03,,8.83E-01
88,-3.09E-03,0.005121,0.523,1:09:11 AM,114.7227533,0,114.7227533,,8.21E-03,,9.42E-01
89,-3.94E-03,0.005142,0.529,1:09:12 AM,113.4215501,0,113.4215501,,9.09E-03,,1.03E+00
90,-3.52E-03,0.004702,0.531,1:09:12 AM,112.9943503,0,112.9943503,,8.22E-03,,9.29E-01
91,-3.35E-03,0.005878,0.448,1:09:13 AM,133.9285714,0,133.9285714,,9.23E-03,,1.24E+00
92,-2.20E-03,0.005567,0.324,1:09:13 AM,185.1851852,0,185.1851852,,7.77E-03,,1.44E+00
93,-3.15E-03,0.004591,0.515,1:09:14 AM,116.5048544,0,116.5048544,,7.74E-03,,9.02E-01
94,-4.52E-03,0.004392,0.502,1:09:14 AM,119.5219124,0,119.5219124,,8.91E-03,,1.07E+00
95,-4.53E-03,0.005131,0.5,1:09:15 AM,120,0,120,,9.66E-03,,1.16E+00
96,-3.60E-03,0.005518,0.493,1:09:15 AM,121.703854,0,121.703854,,9.12E-03,,1.11E+00
97,-3.64E-03,0.004687,0.523,1:09:16 AM,114.7227533,0,114.7227533,,8.33E-03,,9.56E-01
98,-3.76E-03,0.004561,0.565,1:09:16 AM,106.1946903,0,106.1946903,,8.32E-03,,8.84E-01
99,-3.56E-03,0.005361,0.52,1:09:17 AM,115.3846154,0,115.3846154,,8.92E-03,,1.03E+00
100,-2.50E-03,0.005811,0.566,1:09:17 AM,106.0070671,0,106.0070671,,8.31E-03,,8.81E-01
101,-2.76E-03,0.004626,0.49,1:09:18 AM,122.4489796,0,122.4489796,,7.39E-03,,9.05E-01
102,-3.35E-03,0.005174,0.51,1:09:18 AM,117.6470588,0,117.6470588,,8.52E-03,,1.00E+00
103,-2.89E-03,0.006048,0.476,1:09:19 AM,126.0504202,0,126.0504202,,8.94E-03,,1.13E+00
104,-3.36E-03,0.005548,0.522,1:09:19 AM,114.9425287,0,114.9425287,,8.91E-03,,1.02E+00
105,-3.13E-03,0.004932,0.498,1:09:20 AM,120.4819277,0,120.4819277,,8.06E-03,,9.71E-01
106,-0.003269,0.005269,0.512,1:09:20 AM,117.1875,0,117.1875,,8.54E-03,,1.00E+00
107,-0.002936,0.004963,0.473,1:09:21 AM,126.8498943,0,126.8498943,,7.90E-03,,1.00E+00
108,-2.94E-03,0.006458,0.531,1:09:21 AM,112.9943503,0,112.9943503,,9.40E-03,,1.06E+00
109,-0.00285,0.006327,0.503,1:09:22 AM,119.2842942,0,119.2842942,,9.18E-03,,1.09E+00
110,-0.003675,0.004546,0.53,1:09:22 AM,113.2075472,0,113.2075472,,8.22E-03,,9.31E-01
111,-4.79E-03,0.003573,0.501,1:09:23 AM,119.760479,0,119.760479,,8.37E-03,,1.00E+00
112,-4.36E-03,0.003177,0.533,1:09:23 AM,112.5703565,0,112.5703565,,7.54E-03,,8.49E-01
113,-3.92E-03,0.003816,0.505,1:09:24 AM,118.8118812,0,118.8118812,,7.73E-03,,9.19E-01
114,-3.91E-03,0.004881,0.488,1:09:24 AM,122.9508197,0,122.9508197,,8.79E-03,,1.08E+00
115,-3.83E-03,0.003239,0.494,1:09:25 AM,121.4574899,0,121.4574899,,7.07E-03,,8.58E-01
116,-4.49E-03,0.004279,0.496,1:09:25 AM,120.9677419,0,120.9677419,,8.77E-03,,1.06E+00
117,-3.46E-03,0.004209,0.462,1:09:26 AM,129.8701299,0,129.8701299,,7.66E-03,,9.95E-01
118,-3.74E-03,0.004657,0.481,1:09:26 AM,124.7401247,0,124.7401247,,8.40E-03,,1.05E+00
119,-3.49E-03,0.004459,0.502,1:09:27 AM,119.5219124,0,119.5219124,,7.95E-03,,9.50E-01
120,-3.40E-03,0.004363,0.466,1:09:27 AM,128.7553648,0,128.7553648,,7.77E-03,,1.00E+00
121,-2.92E-03,0.00665,0.499,1:09:28 AM,120.240481,0,120.240481,,9.57E-03,,1.15E+00
122,-2.31E-03,0.006974,0.392,1:09:28 AM,153.0612245,0,153.0612245,,9.28E-03,,1.42E+00
123,-2.53E-03,0.006045,0.382,1:09:29 AM,157.0680628,0,157.0680628,,8.57E-03,,1.35E+00
124,-3.16E-03,0.005579,0.499,1:09:29 AM,120.240481,0,120.240481,,8.74E-03,,1.05E+00
125,-3.58E-03,0.005177,0.499,1:09:30 AM,120.240481,0,120.240481,,8.76E-03,,1.05E+00
126,-3.22E-03,0.003617,0.553,1:09:30 AM,108.4990958,0,108.4990958,,6.84E-03,,7.42E-01
127,-3.69E-03,0.004597,0.516,1:09:31 AM,116.2790698,0,116.2790698,,8.29E-03,,9.64E-01
128,-4.35E-03,0.004243,0.557,1:09:31 AM,107.7199282,0,107.7199282,,8.60E-03,,9.26E-01
129,-4.61E-03,0.005022,0.518,1:09:32 AM,115.8301158,0,115.8301158,,9.63E-03,,1.12E+00
130,-3.49E-03,0.004405,0.513,1:09:32 AM,116.9590643,0,116.9590643,,7.89E-03,,9.23E-01
131,-4.04E-03,0.005247,0.543,1:09:33 AM,110.4972376,0,110.4972376,,9.28E-03,,1.03E+00
132,-2.97E-03,0.005424,0.518,1:09:33 AM,115.8301158,0,115.8301158,,8.39E-03,,9.72E-01
133,-3.64E-03,0.004226,0.564,1:09:34 AM,106.3829787,0,106.3829787,,7.87E-03,,8.37E-01
134,-3.65E-03,0.004804,0.501,1:09:34 AM,119.760479,0,119.760479,,8.45E-03,,1.01E+00
135,-4.57E-03,0.004352,0.484,1:09:35 AM,123.9669421,0,123.9669421,,8.93E-03,,1.11E+00
136,-3.85E-03,0.004396,0.483,1:09:35 AM,124.2236025,0,124.2236025,,8.24E-03,,1.02E+00
137,-3.90E-03,0.004964,0.518,1:09:36 AM,115.8301158,0,115.8301158,,8.87E-03,,1.03E+00
138,-3.00E-03,0.004812,0.51,1:09:36 AM,117.6470588,0,117.6470588,,7.81E-03,,9.19E-01
139,-3.66E-03,0.005245,0.515,1:09:37 AM,116.5048544,0,116.5048544,,8.91E-03,,1.04E+00
140,-3.23E-03,0.005093,0.457,1:09:37 AM,131.2910284,0,131.2910284,,8.33E-03,,1.09E+00
141,-3.37E-03,0.005291,0.49,1:09:38 AM,122.4489796,0,122.4489796,,8.66E-03,,1.06E+00
142,-2.79E-03,0.004863,0.517,1:09:38 AM,116.0541586,0,116.0541586,,7.65E-03,,8.88E-01
143,-3.74E-03,0.005159,0.505,1:09:39 AM,118.8118812,0,118.8118812,,8.90E-03,,1.06E+00
144,-4.21E-03,0.003674,0.496,1:09:39 AM,120.9677419,0,120.9677419,,7.88E-03,,9.53E-01
145,-4.11E-03,0.003887,0.508,1:09:40 AM,118.1102362,0,118.1102362,,8.00E-03,,9.45E-01
146,-3.74E-03,0.005069,0.527,1:09:40 AM,113.8519924,0,113.8519924,,8.80E-03,,1.00E+00
147,-3.68E-03,0.004914,0.538,1:09:41 AM,111.5241636,0,111.5241636,,8.59E-03,,9.58E-01
148,-3.89E-03,0.005035,0.478,1:09:41 AM,125.5230126,0,125.5230126,,8.93E-03,,1.12E+00
149,-3.69E-03,0.005858,0.474,1:09:42 AM,126.5822785,0,126.5822785,,9.55E-03,,1.21E+00
150,-2.37E-03,0.005274,0.493,1:09:42 AM,121.703854,0,121.703854,,7.64E-03,,9.30E-01
151,-3.56E-03,0.004421,0.48,1:09:43 AM,125,0,125,,7.98E-03,,9.98E-01
152,-4.29E-03,0.00415,0.507,1:09:43 AM,118.3431953,0,118.3431953,,8.44E-03,,9.98E-01
153,-4.03E-03,0.004805,0.46,1:09:44 AM,130.4347826,0,130.4347826,,8.84E-03,,1.15E+00
154,-3.85E-03,0.004892,0.451,1:09:44 AM,133.037694,0,133.037694,,8.74E-03,,1.16E+00
155,-4.02E-03,0.005422,0.492,1:09:45 AM,121.9512195,0,121.9512195,,9.44E-03,,1.15E+00
156,-3.25E-03,0.005571,0.514,1:09:45 AM,116.7315175,0,116.7315175,,8.82E-03,,1.03E+00
157,-3.82E-03,0.006057,0.446,1:09:46 AM,134.529148,0,134.529148,,9.88E-03,,1.33E+00
158,-3.10E-03,0.005958,0.479,1:09:46 AM,125.2609603,0,125.2609603,,9.06E-03,,1.13E+00
159,-3.25E-03,0.005404,0.59,1:09:47 AM,101.6949153,0,101.6949153,,8.66E-03,,8.80E-01
160,-3.23E-03,0.005603,0.569,1:09:47 AM,105.4481547,0,105.4481547,,8.83E-03,,9.31E-01
161,-3.16E-03,0.005224,0.543,1:09:48 AM,110.4972376,0,110.4972376,,8.38E-03,,9.26E-01
162,-0.004302,0.003885,0.549,1:09:48 AM,109.2896175,0,109.2896175,,8.19E-03,,8.95E-01
163,-4.10E-03,0.004351,0.508,1:09:49 AM,118.1102362,0,118.1102362,,8.45E-03,,9.98E-01
164,-3.69E-03,0.004696,0.481,1:09:49 AM,124.7401247,0,124.7401247,,8.39E-03,,1.05E+00
165,-3.45E-03,0.005446,0.518,1:09:50 AM,115.8301158,0,115.8301158,,8.90E-03,,1.03E+00
166,-3.12E-03,0.005497,0.494,1:09:50 AM,121.4574899,0,121.4574899,,8.62E-03,,1.05E+00
167,-2.97E-03,0.00838,0.515,1:09:51 AM,116.5048544,0,116.5048544,,1.14E-02,,1.32E+00
168,-4.60E-03,0.006433,0.584,1:09:52 AM,102.739726,0,102.739726,,1.10E-02,,1.13E+00
169,-3.65E-03,0.004437,0.592,1:09:52 AM,101.3513514,0,101.3513514,,8.09E-03,,8.20E-01
170,-3.43E-03,0.004626,0.523,1:09:53 AM,114.7227533,0,114.7227533,,8.05E-03,,9.24E-01
171,-3.55E-03,0.005544,0.526,1:09:53 AM,114.0684411,0,114.0684411,,9.09E-03,,1.04E+00
172,-3.70E-03,0.004354,0.534,1:09:54 AM,112.3595506,0,112.3595506,,8.06E-03,,9.05E-01
173,-3.52E-03,0.004886,0.49,1:09:54 AM,122.4489796,0,122.4489796,,8.40E-03,,1.03E+00
174,-3.46E-03,0.005013,0.525,1:09:55 AM,114.2857143,0,114.2857143,,8.48E-03,,9.69E-01
175,-3.71E-03,0.003596,0.461,1:09:55 AM,130.1518438,0,130.1518438,,7.30E-03,,9.50E-01
176,-4.06E-03,0.004172,0.439,1:09:56 AM,136.6742597,0,136.6742597,,8.24E-03,,1.13E+00
177,-4.41E-03,0.00505,0.583,1:09:56 AM,102.915952,0,102.915952,,9.46E-03,,9.74E-01
178,-4.29E-03,0.01528,0.775,1:09:57 AM,77.41935484,0,77.41935484,,1.96E-02,,1.52E+00
179,-1.04E-02,0.004765,0.193,1:09:57 AM,,,,,,,
180,-4.92E-03,0.002431,0.548,1:09:58 AM,109.4890511,0,109.4890511,,7.35E-03,,8.04E-01
181,-4.11E-03,0.00356,0.627,1:09:58 AM,95.6937799,0,95.6937799,,7.67E-03,,7.34E-01
182,-2.19E-03,0.006133,0.448,1:09:59 AM,133.9285714,0,133.9285714,,8.32E-03,,1.11E+00
183,-2.29E-03,0.005329,0.506,1:09:59 AM,118.5770751,0,118.5770751,,7.62E-03,,9.04E-01
184,-3.09E-03,0.005584,0.519,1:10:00 AM,115.6069364,0,115.6069364,,8.67E-03,,1.00E+00
185,-2.71E-03,0.006757,0.472,1:10:00 AM,127.1186441,0,127.1186441,,9.47E-03,,1.20E+00
186,-3.56E-03,0.004944,0.547,1:10:01 AM,109.6892139,0,109.6892139,,8.50E-03,,9.33E-01
187,-3.68E-03,0.004342,0.607,1:10:01 AM,98.84678748,0,98.84678748,,8.02E-03,,7.93E-01
188,-3.03E-03,0.00487,0.545,1:10:02 AM,110.0917431,0,110.0917431,,7.90E-03,,8.69E-01
189,-2.83E-03,0.005392,0.418,1:10:02 AM,143.5406699,0,143.5406699,,8.22E-03,,1.18E+00
190,-3.91E-03,0.004763,0.467,1:10:03 AM,128.4796574,0,128.4796574,,8.68E-03,,1.11E+00
191,-4.32E-03,0.005336,0.506,1:10:03 AM,118.5770751,0,118.5770751,,9.66E-03,,1.15E+00
192,-3.82E-03,0.006288,0.484,1:10:04 AM,123.9669421,0,123.9669421,,1.01E-02,,1.25E+00
193,-3.86E-03,0.005349,0.494,1:10:04 AM,121.4574899,0,121.4574899,,9.21E-03,,1.12E+00
194,-4.06E-03,0.005078,0.488,1:10:05 AM,122.9508197,0,122.9508197,,9.14E-03,,1.12E+00
195,-4.20E-03,0.005334,0.454,1:10:05 AM,132.1585903,0,132.1585903,,9.54E-03,,1.26E+00
196,-0.00424,0.005506,0.479,1:10:06 AM,125.2609603,0,125.2609603,,9.75E-03,,1.22E+00
197,-3.99E-03,0.004922,0.488,1:10:06 AM,122.9508197,0,122.9508197,,8.91E-03,,1.10E+00
198,-3.80E-03,0.004356,0.497,1:10:07 AM,120.7243461,0,120.7243461,,8.15E-03,,9.84E-01
199,-3.74E-03,0.005757,0.447,1:10:07 AM,134.2281879,0,134.2281879,,9.50E-03,,1.28E+00
200,-0.003694,0.005837,0.446,1:10:08 AM,134.529148,0,134.529148,,9.53E-03,,1.28E+00
201,-0.004229,0.005857,0.453,1:10:08 AM,132.4503311,0,132.4503311,,1.01E-02,,1.34E+00
202,-3.42E-03,0.005139,0.471,1:10:09 AM,127.388535,0,127.388535,,8.56E-03,,1.09E+00
203,-0.003498,0.00573,0.458,1:10:09 AM,131.0043668,0,131.0043668,,9.23E-03,,1.21E+00
204,-3.59E-03,0.005812,0.506,1:10:10 AM,118.5770751,0,118.5770751,,9.40E-03,,1.11E+00
205,-3.56E-03,0.005305,0.469,1:10:10 AM,127.9317697,0,127.9317697,,8.86E-03,,1.13E+00
206,-3.54E-03,0.005621,0.481,1:10:10 AM,124.7401247,0,124.7401247,,9.16E-03,,1.14E+00
207,-4.27E-03,0.004883,0.466,1:10:11 AM,128.7553648,0,128.7553648,,9.16E-03,,1.18E+00
208,-3.79E-03,0.005079,0.471,1:10:11 AM,127.388535,0,127.388535,,8.87E-03,,1.13E+00
209,-4.15E-03,0.005203,0.44,1:10:12 AM,136.3636364,0,136.3636364,,9.36E-03,,1.28E+00
210,-4.37E-03,0.005444,0.448,1:10:12 AM,133.9285714,0,133.9285714,,9.82E-03,,1.31E+00
211,-4.55E-03,0.005144,0.443,1:10:13 AM,135.4401806,0,135.4401806,,9.70E-03,,1.31E+00
212,-3.35E-03,0.005113,0.466,1:10:13 AM,128.7553648,0,128.7553648,,8.47E-03,,1.09E+00
213,-3.31E-03,0.005166,0.444,1:10:14 AM,135.1351351,0,135.1351351,,8.47E-03,,1.15E+00
214,-4.18E-03,0.005089,0.487,1:10:14 AM,123.2032854,0,123.2032854,,9.27E-03,,1.14E+00
215,-4.52E-03,4.47E-03,0.442,1:10:15 AM,135.7466063,0,135.7466063,,8.99E-03,,1.22E+00
216,-5.14E-03,0.00427,0.414,1:10:15 AM,144.9275362,0,144.9275362,,9.41E-03,,1.36E+00
217,-5.37E-03,4.27E-03,0.416,1:10:15 AM,144.2307692,0,144.2307692,,9.63E-03,,1.39E+00
218,-4.54E-03,0.005234,0.479,1:10:16 AM,125.2609603,0,125.2609603,,9.77E-03,,1.22E+00
219,-4.26E-03,0.004855,0.46,1:10:16 AM,130.4347826,0,130.4347826,,9.11E-03,,1.19E+00
220,-0.004431,0.004476,0.448,1:10:17 AM,133.9285714,0,133.9285714,,8.91E-03,,1.19E+00
221,-0.005168,0.003883,0.476,1:10:17 AM,126.0504202,0,126.0504202,,9.05E-03,,1.14E+00
222,-5.18E-03,0.00387,0.468,1:10:18 AM,128.2051282,0,128.2051282,,9.05E-03,,1.16E+00
223,-0.005008,0.005023,0.41,1:10:18 AM,146.3414634,0,146.3414634,,1.00E-02,,1.47E+00
224,-0.00498,4.62E-03,0.418,1:10:19 AM,143.5406699,0,143.5406699,,9.60E-03,,1.38E+00
225,-0.005127,0.00515,0.465,1:10:19 AM,129.0322581,0,129.0322581,,1.03E-02,,1.33E+00
226,-0.005405,0.00343,0.482,1:10:20 AM,124.4813278,0,124.4813278,,8.84E-03,,1.10E+00
227,-0.005594,0.01015,0.688,1:10:20 AM,87.20930233,0,87.20930233,,1.57E-02,,1.37E+00
228,3.93E-03,9.56E-03,0.211,1:10:20 AM,284.3601896,0,284.3601896,,5.64E-03,,1.60E+00
229,0.003963,0.01212,0.233,1:10:21 AM,257.5107296,0,257.5107296,,8.16E-03,,2.10E+00
230,2.25E-03,9.11E-03,0.282,1:10:21 AM,212.7659574,0,212.7659574,,6.86E-03,,1.46E+00
231,1.05E-03,0.008546,0.291,1:10:21 AM,206.185567,0,206.185567,,7.49E-03,,1.54E+00
232,-5.66E-03,0.002069,0.345,1:10:22 AM,173.9130435,0,173.9130435,,7.73E-03,,1.34E+00
233,-5.45E-03,0.004491,0.343,1:10:22 AM,174.9271137,0,174.9271137,,9.94E-03,,1.74E+00
234,-5.74E-03,3.21E-03,0.513,1:10:22 AM,116.9590643,0,116.9590643,,8.94E-03,,1.05E+00
235,-0.003106,0.006979,0.516,1:10:23 AM,116.2790698,0,116.2790698,,1.01E-02,,1.17E+00
236,-4.76E-03,0.004586,0.444,1:10:23 AM,135.1351351,0,135.1351351,,9.34E-03,,1.26E+00
237,-5.45E-03,0.003826,0.326,1:10:24 AM,184.0490798,0,184.0490798,,9.27E-03,,1.71E+00
238,-6.08E-03,0.003791,0.38,1:10:24 AM,157.8947368,0,157.8947368,,9.88E-03,,1.56E+00
239,-4.59E-03,0.004977,0.408,1:10:25 AM,147.0588235,0,147.0588235,,9.57E-03,,1.41E+00
240,-0.003218,0.005996,0.431,1:10:25 AM,139.2111369,0,139.2111369,,9.21E-03,,1.28E+00
241,-3.14E-03,0.002388,0.313,1:10:25 AM,191.6932907,0,191.6932907,,5.53E-03,,1.06E+00
242,-4.27E-03,0.004606,0.323,1:10:26 AM,185.7585139,0,185.7585139,,8.87E-03,,1.65E+00
243,-3.01E-03,0.00545,0.32,1:10:26 AM,187.5,0,187.5,,8.46E-03,,1.59E+00
